usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023,egc_tagx.chn500.y2023,egc_tagx.soe.y2023,egc_tagx.plc.y2023,egc_tagx.nht.y2023,egc_tagx.isc100.y2023,egc_tagx.fic500_all.y2023,egc_tagx.fic500_mfg.y2023,egc_tagx.fic100_svc.y2023,h_comments
bjp,上海华虹（集团）有限公司,上海华虹（集团）有限公司,ent,i-root,bjp,上海华虹（集团）有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bjq,淮安康祥福文化传播有限公司,淮安康祥福文化传播有限公司,ent,axk,axk,快手科技,{},nf-404,[chn],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bjr,北方光电集团有限公司,北方光电集团有限公司,ent,bdx,bdx,中国兵器工业集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bjs,中联汽车电子有限公司,中联汽车电子有限公司,ent,atf,atf,上海汽车集团股份有限公司,{},[glb],[chn],nf-404,[plc],[nht],nf-404,nf-404,nf-404,nf-404,
bjt,瑞士罗氏公司,瑞士罗氏公司,ent,i-root,bjt,瑞士罗氏公司,{},glb,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240224：下属企业参考https://www.roche.com/worldwide#asia
bju,特变电工衡阳变压器有限公司,特变电工衡阳变压器有限公司,ent,atr,atr,特变电工股份有限公司,{},nf-404,[chn],nf-404,[plc],[nht],nf-404,nf-404,nf-404,nf-404,
bjk,山东重工集团有限公司,山东重工集团有限公司,ent,i-root,bjk,山东重工集团有限公司,{},nf-404,[chn],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240224：权属公司参考https://www.shig.com.cn/subcompany.html
azt,华润建材科技控股有限公司,华润建材科技控股有限公司,ent,avq,avp,中国华润有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240223：香港上市
bjv,海能达通信股份有限公司,海能达通信股份有限公司,ent,i-root,bjv,海能达通信股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bjw,厦门吉比特网络技术股份有限公司,厦门吉比特网络技术股份有限公司,ent,i-root,bjw,厦门吉比特网络技术股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bjx,中信国安实业集团有限公司,中信国安实业集团有限公司,ent,bhz,bhz,中国中信集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240226：参考国安官网，以及2中信集团子公司名单-https://www.group.citic/uploadfile/2022/1121/%E5%AD%90%E5%85%AC%E5%8F%B8%E5%90%8D%E5%8D%95.pdf
azu,闻泰通讯股份有限公司,闻泰通讯股份有限公司,ent,baq,baq,闻泰科技股份有限公司,{},nf-404,[chn],nf-404,[plc],nf-404,nf-404,[fic],[fic],nf-404,
bjy,北方华锦化学工业集团有限公司,北方华锦化学工业集团有限公司,ent,bdx,bdx,中国兵器工业集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bjz,中国远大集团有限责任公司,中国远大集团有限责任公司,ent,i-root,bjz,中国远大集团有限责任公司,{},nf-404,[chn],nf-404,nf-404,nf-404,nf-404,[fic],[fic],nf-404,240226：参考官网-https://www.cgeinc.com/About_CGE/CGE_Introduction.html
bk0,中航工业产融控股股份有限公司,中航工业产融控股股份有限公司,ent,auw,auw,中国航空工业集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bk4,上海凯鑫分离技术股份有限公司,上海凯鑫分离技术股份有限公司,ent,i-root,bk4,上海凯鑫分离技术股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bk2,江苏中电创新环境科技有限公司,江苏中电创新环境科技有限公司,ent,at4,at4,中国电子信息产业集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bk3,上海东大化学有限公司,上海东大化学有限公司,ent,i-root,bk3,上海东大化学有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bk1,中央汇金投资有限责任公司,中央汇金投资有限责任公司,ent,bh1,bh1,中国投资有限责任公司,{},nf-404,nf-404,[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240301：和母公司关系参考http://www.china-inv.cn/china_inv/About_CIC/Who_We_Are.shtml
bk5,上海华谊环保科技有限公司,上海华谊环保科技有限公司,ent,bfb,bfc,中国化学工程集团有限公司,{},nf-404,[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bk6,上海城建水务工程有限公司,上海城建水务工程有限公司,ent,i-root,bk6,上海城建水务工程有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bk7,上海容么么数字科技有限公司,上海容么么数字科技有限公司,ent,i-root,bk7,上海容么么数字科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bk8,上海思小课教育科技有限公司,上海思小课教育科技有限公司,ent,i-root,bk8,上海思小课教育科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bk9,中化学土木工程有限公司,中化学土木工程有限公司,ent,bfb,bfc,中国化学工程集团有限公司,{},nf-404,[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bka,中国水利水电第十四工程局有限公司,中国水利水电第十四工程局有限公司,ent,be7,be8,中国电力建设集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bkb,中国电子科技集团公司第五十八研究所,中国电子科技集团公司第五十八研究所,pin,au8,au8,中国电子科技集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkc,中国电子系统工程第三建设有限公司,中国电子系统工程第三建设有限公司,ent,at4,at4,中国电子信息产业集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkd,中国石油化工股份有限公司金陵分公司,中国石油化工股份有限公司金陵分公司,ent,auh,axb,中国石油化工集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bke,中国石油化工股份有限公司齐鲁分公司,中国石油化工股份有限公司齐鲁分公司,ent,auh,axb,中国石油化工集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bkf,中国科学院兰州化学物理研究所,中国科学院兰州化学物理研究所,pin,i-root,bkf,中国科学院兰州化学物理研究所,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkh,中建科工集团有限公司,中建科工集团有限公司,ent,awu,awu,中国建筑集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bki,中海石油舟山石化有限公司,中海石油舟山石化有限公司,ent,bev,bev,中国海洋石油集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkj,中瀚新材料科技有限公司,中瀚新材料科技有限公司,ent,i-root,bkj,中瀚新材料科技有限公司,"{""2019-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bkg,中建四局第六建设有限公司,中建四局第六建设有限公司,ent,awu,awu,中国建筑集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkk,伟明环保集团有限公司,伟明环保集团有限公司,ent,i-root,bkk,伟明环保集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkl,华设设计集团环境科技有限公司,华设设计集团环境科技有限公司,ent,bm8,bm8,华设设计集团股份有限公司,{},nf-404,nf-404,nf-404,[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bkm,南京工大环境科技南通有限公司,南京工大环境科技南通有限公司,ent,i-root,bkm,南京工大环境科技南通有限公司,"{""2019-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bko,南京招商局物业管理有限公司,南京招商局物业管理有限公司,ent,bcz,bcz,招商局集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkp,南通瑞翔新材料有限公司,南通瑞翔新材料有限公司,ent,i-root,bkp,南通瑞翔新材料有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkr,合肥中海蓝航科技有限公司,合肥中海蓝航科技有限公司,ent,i-root,bkr,合肥中海蓝航科技有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bks,宁波工程学院,宁波工程学院,pin,i-root,bks,宁波工程学院,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkq,南阳师范学院,南阳师范学院,pin,i-root,bkq,南阳师范学院,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkt,山东鲁抗医药股份有限公司,山东鲁抗医药股份有限公司,ent,i-root,bkt,山东鲁抗医药股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bkw,常州科德水处理成套设备股份有限公司,常州科德水处理成套设备股份有限公司,ent,i-root,bkw,常州科德水处理成套设备股份有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkx,徐州市新盛投资控股集团有限公司,徐州市新盛投资控股集团有限公司,ent,i-root,bkx,徐州市新盛投资控股集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240806：市国资委100%控股
bky,得力集团有限公司,得力集团有限公司,ent,i-root,bky,得力集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,fic,fic,nf-404,240806:2023年民营企业500强
bkz,扬子江药业集团有限公司,扬子江药业集团有限公司,ent,i-root,bkz,扬子江药业集团有限公司,"{""2008-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,fic,fic,nf-404,
bl0,扬州市仪征生态环境局,扬州市仪征生态环境局,gpo,i-root,bl0,扬州市仪征生态环境局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkn,南京工程学院,南京工程学院,pin,i-root,bkn,南京工程学院,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bku,常州市排水管理处（常州市供水管理处）,常州市排水管理处（常州市供水管理处）,pin,i-root,bku,常州市排水管理处（常州市供水管理处）,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bkv,常州市新北区罗溪镇综合保障中心,常州市新北区罗溪镇综合保障中心,pin,i-root,bkv,常州市新北区罗溪镇综合保障中心,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bl1,无锡创想分析仪器有限公司,无锡创想分析仪器有限公司,ent,i-root,bl1,无锡创想分析仪器有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bl2,无锡创欣数制智慧城市科技有限公司,无锡创欣数制智慧城市科技有限公司,ent,i-root,bl2,无锡创欣数制智慧城市科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bl3,无锡威尔森淀粉工业有限公司,无锡威尔森淀粉工业有限公司,ent,i-root,bl3,无锡威尔森淀粉工业有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bl4,无锡帝科电子材料股份有限公司,无锡帝科电子材料股份有限公司,ent,i-root,bl4,无锡帝科电子材料股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bl5,无锡普汇环保科技有限公司,无锡普汇环保科技有限公司,ent,i-root,bl5,无锡普汇环保科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bl6,星科金朋半导体（江阴）有限公司,星科金朋半导体（江阴）有限公司,ent,i-root,bl6,星科金朋半导体（江阴）有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bl7,曼迪匹艾（南京）科技服务有限公司,曼迪匹艾（南京）科技服务有限公司,ent,i-root,bl7,曼迪匹艾（南京）科技服务有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bl8,杭州研趣信息技术有限公司,杭州研趣信息技术有限公司,ent,i-root,bl8,杭州研趣信息技术有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bla,武汉圣禹智慧生态环保股份有限公司,武汉圣禹智慧生态环保股份有限公司,ent,i-root,bla,武汉圣禹智慧生态环保股份有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
blb,江苏中吴常高新环保产业有限公司,江苏中吴常高新环保产业有限公司,ent,i-root,blb,江苏中吴常高新环保产业有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240807：母公司是省管企业。
blc,江苏中境科技有限公司,江苏中境科技有限公司,ent,i-root,blc,江苏中境科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bld,江苏中宜环境科技有限公司,江苏中宜环境科技有限公司,ent,i-root,bld,江苏中宜环境科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ble,江苏中宜金大分析检测有限公司,江苏中宜金大分析检测有限公司,ent,i-root,ble,江苏中宜金大分析检测有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
blf,江苏中车华腾环保科技有限公司,江苏中车华腾环保科技有限公司,ent,bm9,awm,中国中车集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
blg,江苏凯米膜科技股份有限公司,江苏凯米膜科技股份有限公司,ent,i-root,blg,江苏凯米膜科技股份有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bli,江苏理工学院,江苏理工学院,pin,i-root,bli,江苏理工学院,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
blh,江苏新测检测科技有限公司,江苏新测检测科技有限公司,ent,i-root,blh,江苏新测检测科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240807：母公司江苏环保集团是国有控股。
blj,江苏瑞鼎环境工程有限公司,江苏瑞鼎环境工程有限公司,ent,i-root,blj,江苏瑞鼎环境工程有限公司,"{""2018-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
blk,江苏科易达环保科技股份有限公司,江苏科易达环保科技股份有限公司,ent,i-root,blk,江苏科易达环保科技股份有限公司,"{""2017-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bl9,橙志（上海）环保技术有限公司,橙志（上海）环保技术有限公司,ent,i-root,bl9,橙志（上海）环保技术有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
blm,江苏道同环境科技有限公司,江苏道同环境科技有限公司,ent,i-root,blm,江苏道同环境科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
blp,浙江巨能环境工程有限公司,浙江巨能环境工程有限公司,ent,i-root,blp,浙江巨能环境工程有限公司,"{""2015-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
blo,江苏银行股份有限公司盐城分行,江苏银行股份有限公司盐城分行,ent,a91,a91,江苏银行股份有限公司,{},nf-404,[chn],nf-404,[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
blq,深圳屹艮科技有限公司,深圳屹艮科技有限公司,ent,i-root,blq,深圳屹艮科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
blr,深圳市信维通信股份有限公司,深圳市信维通信股份有限公司,ent,i-root,blr,深圳市信维通信股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bls,湖南瀚毅工程咨询有限公司,湖南瀚毅工程咨询有限公司,ent,i-root,bls,湖南瀚毅工程咨询有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
blt,潮州三环（集团）股份有限公司,潮州三环（集团）股份有限公司,ent,i-root,blt,潮州三环（集团）股份有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bln,江苏银行股份有限公司无锡分行,江苏银行股份有限公司无锡分行,ent,a91,a91,江苏银行股份有限公司,{},nf-404,[chn],nf-404,[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bll,江苏赫尔膜科技有限公司,江苏赫尔膜科技有限公司,ent,i-root,bll,江苏赫尔膜科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
blv,百威（中国）销售有限公司江苏分公司,百威（中国）销售有限公司江苏分公司,ent,bma,bma,百威英博,{},[glb],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
blu,理想智造汽车销售服务（武汉）有限公司,理想智造汽车销售服务（武汉）有限公司,ent,b4r,b4r,理想汽车,{},nf-404,[chn],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
blx,盛隆资源再生（无锡）有限公司,盛隆资源再生（无锡）有限公司,ent,i-root,blx,盛隆资源再生（无锡）有限公司,"{""2020-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bm0,苏州苏净环保工程有限公司,苏州苏净环保工程有限公司,ent,i-root,bm0,苏州苏净环保工程有限公司,"{""2008-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bm1,英诺赛科（苏州）半导体有限公司,英诺赛科（苏州）半导体有限公司,ent,i-root,bm1,英诺赛科（苏州）半导体有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bly,绿能起源科技（江苏）有限公司,绿能起源科技（江苏）有限公司,ent,i-root,bly,绿能起源科技（江苏）有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
blw,盐城市盐都区人力资源和社会保障局,盐城市盐都区人力资源和社会保障局,gpo,i-root,blw,盐城市盐都区人力资源和社会保障局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bm3,西卡（中国）有限公司,西卡（中国）有限公司,ent,i-root,bm3,西卡（中国）有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240807：母公司是瑞士上市的全球大公司。
blz,苏州硒泰克生物科技有限公司,苏州硒泰克生物科技有限公司,ent,i-root,blz,苏州硒泰克生物科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bm6,铜陵市枞阳县生态环境分局,铜陵市枞阳县生态环境分局,gpo,i-root,bm6,铜陵市枞阳县生态环境分局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bm5,钱江水利开发股份有限公司,钱江水利开发股份有限公司,ent,i-root,bm5,钱江水利开发股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bm7,镇江市扬中生态环境局,镇江市扬中生态环境局,gpo,i-root,bm7,镇江市扬中生态环境局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bm8,华设设计集团股份有限公司,华设设计集团股份有限公司,ent,i-root,bm8,华设设计集团股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bm9,中车山东机车车辆有限公司,中车山东机车车辆有限公司,ent,awn,awm,中国中车集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bm2,蒙牛乳业（焦作）有限公司,蒙牛乳业（焦作）有限公司,ent,bg5,bif,中粮集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bma,百威英博,百威英博,ent,i-root,bma,百威英博,{},glb,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bm4,迈安德集团有限公司,迈安德集团有限公司,ent,i-root,bm4,迈安德集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmd,北京九鼎无双科技有限公司,北京九鼎无双科技有限公司,ent,i-root,bmd,北京九鼎无双科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bme,北京启明星辰信息安全技术有限公司安徽分公司,北京启明星辰信息安全技术有限公司安徽分公司,ent,bod,asx,中国移动通信集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
bmf,成都智行慧远软件有限公司,成都智行慧远软件有限公司,ent,boe,boe,北京信恒创科技发展有限公司,{},nf-404,nf-404,nf-404,nf-404,[nht],nf-404,nf-404,nf-404,nf-404,
bmg,慈溪市自然资源与规划局,慈溪市自然资源与规划局,gpo,i-root,bmg,慈溪市自然资源与规划局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmh,丹阳市教育局,丹阳市教育局,gpo,i-root,bmh,丹阳市教育局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmb,安徽兆尹信息科技股份有限公司,安徽兆尹信息科技股份有限公司,ent,i-root,bmb,安徽兆尹信息科技股份有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bmc,北京经纬恒润科技股份有限公司,北京经纬恒润科技股份有限公司,ent,i-root,bmc,北京经纬恒润科技股份有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bml,国家税务总局常州市武进区税务局,国家税务总局常州市武进区税务局,gpo,i-root,bml,国家税务总局常州市武进区税务局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmm,国家税务总局当涂县税务局,国家税务总局当涂县税务局,gpo,i-root,bmm,国家税务总局当涂县税务局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmn,国家税务总局临夏市税务局,国家税务总局临夏市税务局,gpo,i-root,bmn,国家税务总局临夏市税务局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmo,国家税务总局随县税务局,国家税务总局随县税务局,gpo,i-root,bmo,国家税务总局随县税务局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmp,国家税务总局台州市路桥区税务局,国家税务总局台州市路桥区税务局,gpo,i-root,bmp,国家税务总局台州市路桥区税务局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmq,杭州潮月网络技术有限公司,杭州潮月网络技术有限公司,ent,bog,bof,浙报数字文化集团股份有限公司,{},nf-404,nf-404,nf-404,[plc],nf-404,[isc],nf-404,nf-404,nf-404,
bmr,杭州星帆广告传媒有限公司,杭州星帆广告传媒有限公司,ent,boh,boh,杭州游一卡网络技术有限公司,{},nf-404,nf-404,nf-404,nf-404,[nht],nf-404,nf-404,nf-404,nf-404,
bmi,东风汽车有限公司东风日产乘用车公司,东风汽车有限公司东风日产乘用车公司,ent,azv,azw,东风汽车集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmj,烽台科技（北京）有限公司,烽台科技（北京）有限公司,ent,i-root,bmj,烽台科技（北京）有限公司,"{""2017-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bmu,江苏网商精益管理软件有限公司,江苏网商精益管理软件有限公司,ent,i-root,bmu,江苏网商精益管理软件有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmv,江苏微盛网络科技有限公司,江苏微盛网络科技有限公司,ent,i-root,bmv,江苏微盛网络科技有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bmw,江苏卓高新材料科技有限公司,江苏卓高新材料科技有限公司,ent,i-root,bmw,江苏卓高新材料科技有限公司,"{""2020-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bmx,江阴市卫生健康委员会,江阴市卫生健康委员会,gpo,i-root,bmx,江阴市卫生健康委员会,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmy,溧阳中联金电子商务有限公司,溧阳中联金电子商务有限公司,ent,i-root,bmy,溧阳中联金电子商务有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmz,龙思云（北京）科技有限公司,龙思云（北京）科技有限公司,ent,i-root,bmz,龙思云（北京）科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bmt,江苏国泰博创实业有限公司,江苏国泰博创实业有限公司,ent,av7,av7,江苏国泰国际集团股份有限公司,{},nf-404,[chn],nf-404,[plc],nf-404,nf-404,[fic],nf-404,[fic],
bn0,南京睿悦信息技术有限公司,南京睿悦信息技术有限公司,ent,i-root,bn0,南京睿悦信息技术有限公司,"{""2016-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
bn1,南通市如东县长沙镇人民政府,南通市如东县长沙镇人民政府,gpo,i-root,bn1,南通市如东县长沙镇人民政府,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
bn2,欧普照明股份有限公司,欧普照明股份有限公司,ent,i-root,bn2,欧普照明股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
bmk,谷城县城关镇人民政府,谷城县城关镇人民政府,gpo,i-root,bmk,谷城县城关镇人民政府,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
