usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023
bhm,中国再保险（集团）股份有限公司,中国再保险（集团）股份有限公司,ent,root-node,bhm,中国再保险（集团）股份有限公司,{},nf04
bh9,中国盐业集团有限公司,中国盐业集团有限公司,ent,root-node,bh9,中国盐业集团有限公司,{},nf04
bhp,中国长江三峡集团有限公司,中国长江三峡集团有限公司,ent,root-node,bhp,中国长江三峡集团有限公司,{},nf04
bhq,中国正通汽车服务控股有限公司,中国正通汽车服务控股有限公司,ent,b6v,b6v,厦门国贸控股集团有限公司,{},[glb]
bhr,中国政企合作投资基金股份有限公司,中国政企合作投资基金股份有限公司,ent,root-node,bhr,中国政企合作投资基金股份有限公司,{},nf04
bhs,中国中材国际工程股份有限公司,中国中材国际工程股份有限公司,ent,bfj,bfk,中国建材集团有限公司,{},[glb]
bht,中国中化集团有限公司,中国中化集团有限公司,ent,bhu,bhu,中国中化控股有限责任公司,{},[glb]
bhn,中国长城资产管理股份有限公司,中国长城资产管理股份有限公司,ent,root-node,bhn,中国长城资产管理股份有限公司,{},nf04
bhu,中国中化控股有限责任公司,中国中化控股有限责任公司,ent,root-node,bhu,中国中化控股有限责任公司,{},glb
bho,中国长江电力股份有限公司,中国长江电力股份有限公司,ent,bhp,bhp,中国长江三峡集团有限公司,{},nf04
bhv,中国中煤能源股份有限公司,中国中煤能源股份有限公司,ent,bhw,bhw,中国中煤能源集团有限公司,{},[glb]
bhy,中国中信股份有限公司,中国中信股份有限公司,ent,bhz,bhz,中国中信集团有限公司,{},[glb]
bhz,中国中信集团有限公司,中国中信集团有限公司,ent,root-node,bhz,中国中信集团有限公司,{},glb
bi0,中国忠旺控股有限公司,中国忠旺控股有限公司,ent,root-node,bi0,中国忠旺控股有限公司,{},nf04
bi1,中国重汽（香港）有限公司,中国重汽（香港）有限公司,ent,arg,bjk,山东重工集团有限公司,{},nf04
bi2,中海油能源发展股份有限公司,中海油能源发展股份有限公司,ent,bev,bev,中国海洋石油集团有限公司,{},[glb]
bi3,中海油田服务股份有限公司,中海油田服务股份有限公司,ent,bev,bev,中国海洋石油集团有限公司,{},[glb]
bi4,中航飞机股份有限公司,中航飞机股份有限公司,ent,bi6,auw,中国航空工业集团有限公司,{},[glb]
bi5,中航沈飞股份有限公司,中航沈飞股份有限公司,ent,auw,auw,中国航空工业集团有限公司,{},[glb]
bi6,中航西安飞机工业集团股份有限公司,中航西安飞机工业集团股份有限公司,ent,auw,auw,中国航空工业集团有限公司,{},[glb]
bi7,中航资本控股股份有限公司,中航资本控股股份有限公司,ent,bk0,auw,中国航空工业集团有限公司,{},[glb]
bi8,中化国际（控股）股份有限公司,中化国际（控股）股份有限公司,ent,bhu,bhu,中国中化控股有限责任公司,{},[glb]
bi9,中化化肥控股有限公司,中化化肥控股有限公司,ent,bht,bhu,中国中化控股有限责任公司,{},[glb]
bia,中建西部建设股份有限公司,中建西部建设股份有限公司,ent,bfz,awu,中国建筑集团有限公司,{},[glb]
bib,中金黄金股份有限公司,中金黄金股份有限公司,ent,bfe,bfe,中国黄金集团有限公司,{},nf04
bic,中骏集团控股有限公司,中骏集团控股有限公司,ent,root-node,bic,中骏集团控股有限公司,{},nf04
bgt,中国铁道建筑集团有限公司,中国铁道建筑集团有限公司,ent,root-node,bgt,中国铁道建筑集团有限公司,{},glb
bhw,中国中煤能源集团有限公司,中国中煤能源集团有限公司,ent,root-node,bhw,中国中煤能源集团有限公司,{},glb
bhx,中国中铁股份有限公司,中国中铁股份有限公司,ent,bgv,bgv,中国铁路工程集团有限公司,{},[glb]
bid,中联重科股份有限公司,中联重科股份有限公司,ent,root-node,bid,中联重科股份有限公司,{},nf04
bih,中粮糖业控股股份有限公司,中粮糖业控股股份有限公司,ent,bif,bif,中粮集团有限公司,{},[glb]
bii,中粮屯河糖业股份有限公司,中粮屯河糖业股份有限公司,ent,bih,bif,中粮集团有限公司,{},[glb]
bij,中铝国际工程股份有限公司,中铝国际工程股份有限公司,ent,bg1,bg1,中国铝业集团有限公司,{},[glb]
big,中粮生物科技股份有限公司,中粮生物科技股份有限公司,ent,bif,bif,中粮集团有限公司,{},[glb]
bik,中升集团控股有限公司,中升集团控股有限公司,ent,root-node,bik,中升集团控股有限公司,{},nf04
bim,中石化石油工程技术服务股份有限公司,中石化石油工程技术服务股份有限公司,ent,axb,axb,中国石油化工集团有限公司,{},[glb]
bil,中石化炼化工程(集团)股份有限公司,中石化炼化工程(集团)股份有限公司,ent,axb,axb,中国石油化工集团有限公司,{},[glb]
bin,中天金融集团股份有限公司,中天金融集团股份有限公司,ent,root-node,bin,中天金融集团股份有限公司,{},nf04
bio,中通快递,中通快递,ent,root-node,bio,中通快递,{},nf04
bip,中通快递（开曼）有限公司,中通快递（开曼）有限公司,ent,root-node,bip,中通快递（开曼）有限公司,{},nf04
bif,中粮集团有限公司,中粮集团有限公司,ent,root-node,bif,中粮集团有限公司,{},glb
biq,中伟新材料股份有限公司,中伟新材料股份有限公司,ent,root-node,biq,中伟新材料股份有限公司,{},nf04
bie,中梁控股集团有限公司,中梁控股集团有限公司,ent,root-node,bie,中梁控股集团有限公司,{},nf04
bir,中信建投证券股份有限公司,中信建投证券股份有限公司,ent,bhz,bhz,中国中信集团有限公司,{},[glb]
bis,中信证券股份有限公司,中信证券股份有限公司,ent,bhz,bhz,中国中信集团有限公司,{},[glb]
biu,中央国债登记结算有限责任公司,中央国债登记结算有限责任公司,ent,root-node,biu,中央国债登记结算有限责任公司,{},nf04
bix,众安在线财产保险股份有限公司,众安在线财产保险股份有限公司,ent,root-node,bix,众安在线财产保险股份有限公司,{},nf04
biw,中远海运控股股份有限公司,中远海运控股股份有限公司,ent,bhl,bhl,中国远洋海运集团有限公司,{},[glb]
biy,重庆百货大楼股份有限公司,重庆百货大楼股份有限公司,ent,root-node,biy,重庆百货大楼股份有限公司,{},nf04
biz,重庆钢铁股份有限公司,重庆钢铁股份有限公司,ent,root-node,biz,重庆钢铁股份有限公司,{},nf04
bj0,重庆建工集团股份有限公司,重庆建工集团股份有限公司,ent,root-node,bj0,重庆建工集团股份有限公司,{},nf04
bj2,重庆市迪马实业股份有限公司,重庆市迪马实业股份有限公司,ent,root-node,bj2,重庆市迪马实业股份有限公司,{},nf04
bj1,重庆农村商业银行股份有限公司,重庆农村商业银行股份有限公司,ent,root-node,bj1,重庆农村商业银行股份有限公司,{},nf04
bit,中兴通讯股份有限公司,中兴通讯股份有限公司,ent,root-node,bit,中兴通讯股份有限公司,{},nf04
bj5,重药控股股份有限公司,重药控股股份有限公司,ent,root-node,bj5,重药控股股份有限公司,{},nf04
bj6,珠海格力电器股份有限公司,珠海格力电器股份有限公司,ent,root-node,bj6,珠海格力电器股份有限公司,{},nf04
bj7,珠海华发实业股份有限公司,珠海华发实业股份有限公司,ent,root-node,bj7,珠海华发实业股份有限公司,{},nf04
bj8,卓尔智联集团有限公司,卓尔智联集团有限公司,ent,root-node,bj8,卓尔智联集团有限公司,{},nf04
bj9,淄博齐翔腾达化工股份有限公司,淄博齐翔腾达化工股份有限公司,ent,root-node,bj9,淄博齐翔腾达化工股份有限公司,{},nf04
bja,紫光股份有限公司,紫光股份有限公司,ent,root-node,bja,紫光股份有限公司,{},nf04
bj3,重庆小康工业集团股份有限公司,重庆小康工业集团股份有限公司,ent,root-node,bj3,重庆小康工业集团股份有限公司,{},nf04
bj4,重庆智飞生物制品股份有限公司,重庆智飞生物制品股份有限公司,ent,root-node,bj4,重庆智飞生物制品股份有限公司,{},nf04
biv,中远海运发展股份有限公司,中远海运发展股份有限公司,ent,bhl,bhl,中国远洋海运集团有限公司,{},[glb]
bje,马钢（集团）控股有限公司,马钢（集团）控股有限公司,ent,bdu,bdu,中国宝武钢铁集团有限公司,{},[glb]
bjf,新余钢铁集团有限公司,新余钢铁集团有限公司,ent,bdu,bdu,中国宝武钢铁集团有限公司,{},[glb]
bjg,协鑫科技控股有限公司,协鑫科技控股有限公司,ent,bb2,bb2,协鑫集团有限公司,{},nf04
bjh,保利（香港）控股有限公司,保利（香港）控股有限公司,ent,bdv,bdv,中国保利集团有限公司,{},[glb]
bjc,紫金矿业集团股份有限公司,紫金矿业集团股份有限公司,ent,root-node,bjc,紫金矿业集团股份有限公司,{},glb
bji,鞍山钢铁集团有限公司,鞍山钢铁集团有限公司,ent,ay6,ay6,鞍钢集团有限公司,{},[glb]
bjj,本钢集团有限公司,本钢集团有限公司,ent,ay6,ay6,鞍钢集团有限公司,{},[glb]
bjb,紫光集团有限公司,紫光集团有限公司,ent,root-node,bjb,紫光集团有限公司,{},nf04
bjd,TCL科技集团（天津）有限公司,TCL科技集团（天津）有限公司,ent,axt,axt,TCL科技集团股份有限公司,{},nf04
atg,华电江苏能源有限公司,华电江苏能源有限公司,ent,bf7,bf7,中国华电集团有限公司,{},[glb]
bjl,潍柴控股集团有限公司,潍柴控股集团有限公司,ent,bjk,bjk,山东重工集团有限公司,{},nf04
bjo,华虹半导体有限公司,华虹半导体有限公司,ent,bjp,bjp,上海华虹（集团）有限公司,{},nf04
bjp,上海华虹（集团）有限公司,上海华虹（集团）有限公司,ent,root-node,bjp,上海华虹（集团）有限公司,{},nf04
bjq,淮安康祥福文化传播有限公司,淮安康祥福文化传播有限公司,ent,axk,axk,快手科技,{},nf04
bjr,北方光电集团有限公司,北方光电集团有限公司,ent,bdx,bdx,中国兵器工业集团有限公司,{},[glb]
bjs,中联汽车电子有限公司,中联汽车电子有限公司,ent,atf,atf,上海汽车集团股份有限公司,{},[glb]
bjt,瑞士罗氏公司,瑞士罗氏公司,ent,root-node,bjt,瑞士罗氏公司,{},glb
bju,特变电工衡阳变压器有限公司,特变电工衡阳变压器有限公司,ent,atr,atr,特变电工股份有限公司,{},nf04
bjk,山东重工集团有限公司,山东重工集团有限公司,ent,root-node,bjk,山东重工集团有限公司,{},nf04
azt,华润建材科技控股有限公司,华润建材科技控股有限公司,ent,avq,avp,中国华润有限公司,{},[glb]
bjv,海能达通信股份有限公司,海能达通信股份有限公司,ent,root-node,bjv,海能达通信股份有限公司,{},nf04
bjw,厦门吉比特网络技术股份有限公司,厦门吉比特网络技术股份有限公司,ent,root-node,bjw,厦门吉比特网络技术股份有限公司,{},nf04
bjx,中信国安实业集团有限公司,中信国安实业集团有限公司,ent,bhz,bhz,中国中信集团有限公司,{},[glb]
azu,闻泰通讯股份有限公司,闻泰通讯股份有限公司,ent,baq,baq,闻泰科技股份有限公司,{},nf04
bjy,北方华锦化学工业集团有限公司,北方华锦化学工业集团有限公司,ent,bdx,bdx,中国兵器工业集团有限公司,{},[glb]
bjz,中国远大集团有限责任公司,中国远大集团有限责任公司,ent,root-node,bjz,中国远大集团有限责任公司,{},nf04
bk0,中航工业产融控股股份有限公司,中航工业产融控股股份有限公司,ent,auw,auw,中国航空工业集团有限公司,{},[glb]
bk4,上海凯鑫分离技术股份有限公司,上海凯鑫分离技术股份有限公司,ent,root-node,bk4,上海凯鑫分离技术股份有限公司,{},nf04
bk2,江苏中电创新环境科技有限公司,江苏中电创新环境科技有限公司,ent,at4,at4,中国电子信息产业集团有限公司,{},[glb]
bk3,上海东大化学有限公司,上海东大化学有限公司,ent,root-node,bk3,上海东大化学有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
bk1,中央汇金投资有限责任公司,中央汇金投资有限责任公司,ent,bh1,bh1,中国投资有限责任公司,{},nf04
bk5,上海华谊环保科技有限公司,上海华谊环保科技有限公司,ent,bfb,bfc,中国化学工程集团有限公司,{},nf04
bk6,上海城建水务工程有限公司,上海城建水务工程有限公司,ent,root-node,bk6,上海城建水务工程有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
bk7,上海容么么数字科技有限公司,上海容么么数字科技有限公司,ent,root-node,bk7,上海容么么数字科技有限公司,{},nf04
bk8,上海思小课教育科技有限公司,上海思小课教育科技有限公司,ent,root-node,bk8,上海思小课教育科技有限公司,{},nf04
bk9,中化学土木工程有限公司,中化学土木工程有限公司,ent,bfb,bfc,中国化学工程集团有限公司,{},nf04
bka,中国水利水电第十四工程局有限公司,中国水利水电第十四工程局有限公司,ent,be7,be8,中国电力建设集团有限公司,{},[glb]
bkb,中国电子科技集团公司第五十八研究所,中国电子科技集团公司第五十八研究所,pin,au8,au8,中国电子科技集团有限公司,{},[glb]
bkc,中国电子系统工程第三建设有限公司,中国电子系统工程第三建设有限公司,ent,at4,at4,中国电子信息产业集团有限公司,{},[glb]
bkd,中国石油化工股份有限公司金陵分公司,中国石油化工股份有限公司金陵分公司,ent,auh,axb,中国石油化工集团有限公司,{},[glb]
bke,中国石油化工股份有限公司齐鲁分公司,中国石油化工股份有限公司齐鲁分公司,ent,auh,axb,中国石油化工集团有限公司,{},[glb]
bkf,中国科学院兰州化学物理研究所,中国科学院兰州化学物理研究所,pin,root-node,bkf,中国科学院兰州化学物理研究所,{},nf04
bkh,中建科工集团有限公司,中建科工集团有限公司,ent,awu,awu,中国建筑集团有限公司,{},[glb]
bki,中海石油舟山石化有限公司,中海石油舟山石化有限公司,ent,bev,bev,中国海洋石油集团有限公司,{},[glb]
bkj,中瀚新材料科技有限公司,中瀚新材料科技有限公司,ent,root-node,bkj,中瀚新材料科技有限公司,"{""2019-01-23"":""2026-01-23""}",nf04
bkg,中建四局第六建设有限公司,中建四局第六建设有限公司,ent,awu,awu,中国建筑集团有限公司,{},[glb]
bkk,伟明环保集团有限公司,伟明环保集团有限公司,ent,root-node,bkk,伟明环保集团有限公司,{},nf04
bkl,华设设计集团环境科技有限公司,华设设计集团环境科技有限公司,ent,bm8,bm8,华设设计集团股份有限公司,{},nf04
bkm,南京工大环境科技南通有限公司,南京工大环境科技南通有限公司,ent,root-node,bkm,南京工大环境科技南通有限公司,"{""2019-01-23"":""2026-01-23""}",nf04
bko,南京招商局物业管理有限公司,南京招商局物业管理有限公司,ent,bcz,bcz,招商局集团有限公司,{},[glb]
bkp,南通瑞翔新材料有限公司,南通瑞翔新材料有限公司,ent,root-node,bkp,南通瑞翔新材料有限公司,{},nf04
bkr,合肥中海蓝航科技有限公司,合肥中海蓝航科技有限公司,ent,root-node,bkr,合肥中海蓝航科技有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
bks,宁波工程学院,宁波工程学院,pin,root-node,bks,宁波工程学院,{},nf04
bkq,南阳师范学院,南阳师范学院,pin,root-node,bkq,南阳师范学院,{},nf04
bkt,山东鲁抗医药股份有限公司,山东鲁抗医药股份有限公司,ent,root-node,bkt,山东鲁抗医药股份有限公司,{},nf04
bkw,常州科德水处理成套设备股份有限公司,常州科德水处理成套设备股份有限公司,ent,root-node,bkw,常州科德水处理成套设备股份有限公司,{},nf04
bkx,徐州市新盛投资控股集团有限公司,徐州市新盛投资控股集团有限公司,ent,root-node,bkx,徐州市新盛投资控股集团有限公司,{},nf04
bky,得力集团有限公司,得力集团有限公司,ent,root-node,bky,得力集团有限公司,{},nf04
bkz,扬子江药业集团有限公司,扬子江药业集团有限公司,ent,root-node,bkz,扬子江药业集团有限公司,"{""2008-01-23"":""2026-01-23""}",nf04
bl0,扬州市仪征生态环境局,扬州市仪征生态环境局,gpo,root-node,bl0,扬州市仪征生态环境局,{},nf04
bkn,南京工程学院,南京工程学院,pin,root-node,bkn,南京工程学院,{},nf04
bku,常州市排水管理处（常州市供水管理处）,常州市排水管理处（常州市供水管理处）,pin,root-node,bku,常州市排水管理处（常州市供水管理处）,{},nf04
bkv,常州市新北区罗溪镇综合保障中心,常州市新北区罗溪镇综合保障中心,pin,root-node,bkv,常州市新北区罗溪镇综合保障中心,{},nf04
bl1,无锡创想分析仪器有限公司,无锡创想分析仪器有限公司,ent,root-node,bl1,无锡创想分析仪器有限公司,{},nf04
bl2,无锡创欣数制智慧城市科技有限公司,无锡创欣数制智慧城市科技有限公司,ent,root-node,bl2,无锡创欣数制智慧城市科技有限公司,{},nf04
bl3,无锡威尔森淀粉工业有限公司,无锡威尔森淀粉工业有限公司,ent,root-node,bl3,无锡威尔森淀粉工业有限公司,{},nf04
bl4,无锡帝科电子材料股份有限公司,无锡帝科电子材料股份有限公司,ent,root-node,bl4,无锡帝科电子材料股份有限公司,{},nf04
bl5,无锡普汇环保科技有限公司,无锡普汇环保科技有限公司,ent,root-node,bl5,无锡普汇环保科技有限公司,{},nf04
bl6,星科金朋半导体（江阴）有限公司,星科金朋半导体（江阴）有限公司,ent,root-node,bl6,星科金朋半导体（江阴）有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
bl7,曼迪匹艾（南京）科技服务有限公司,曼迪匹艾（南京）科技服务有限公司,ent,root-node,bl7,曼迪匹艾（南京）科技服务有限公司,{},nf04
bl8,杭州研趣信息技术有限公司,杭州研趣信息技术有限公司,ent,root-node,bl8,杭州研趣信息技术有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
bla,武汉圣禹智慧生态环保股份有限公司,武汉圣禹智慧生态环保股份有限公司,ent,root-node,bla,武汉圣禹智慧生态环保股份有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
blb,江苏中吴常高新环保产业有限公司,江苏中吴常高新环保产业有限公司,ent,root-node,blb,江苏中吴常高新环保产业有限公司,{},nf04
blc,江苏中境科技有限公司,江苏中境科技有限公司,ent,root-node,blc,江苏中境科技有限公司,{},nf04
bld,江苏中宜环境科技有限公司,江苏中宜环境科技有限公司,ent,root-node,bld,江苏中宜环境科技有限公司,{},nf04
ble,江苏中宜金大分析检测有限公司,江苏中宜金大分析检测有限公司,ent,root-node,ble,江苏中宜金大分析检测有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
blf,江苏中车华腾环保科技有限公司,江苏中车华腾环保科技有限公司,ent,bm9,awm,中国中车集团有限公司,{},[glb]
blg,江苏凯米膜科技股份有限公司,江苏凯米膜科技股份有限公司,ent,root-node,blg,江苏凯米膜科技股份有限公司,{},nf04
bli,江苏理工学院,江苏理工学院,pin,root-node,bli,江苏理工学院,{},nf04
blh,江苏新测检测科技有限公司,江苏新测检测科技有限公司,ent,root-node,blh,江苏新测检测科技有限公司,{},nf04
blj,江苏瑞鼎环境工程有限公司,江苏瑞鼎环境工程有限公司,ent,root-node,blj,江苏瑞鼎环境工程有限公司,"{""2018-01-23"":""2024-01-23""}",nf04
blk,江苏科易达环保科技股份有限公司,江苏科易达环保科技股份有限公司,ent,root-node,blk,江苏科易达环保科技股份有限公司,"{""2017-01-23"":""2026-01-23""}",nf04
bl9,橙志（上海）环保技术有限公司,橙志（上海）环保技术有限公司,ent,root-node,bl9,橙志（上海）环保技术有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
blm,江苏道同环境科技有限公司,江苏道同环境科技有限公司,ent,root-node,blm,江苏道同环境科技有限公司,{},nf04
blp,浙江巨能环境工程有限公司,浙江巨能环境工程有限公司,ent,root-node,blp,浙江巨能环境工程有限公司,"{""2015-01-23"":""2024-01-23""}",nf04
blo,江苏银行股份有限公司盐城分行,江苏银行股份有限公司盐城分行,ent,a91,a91,江苏银行股份有限公司,{},nf04
blq,深圳屹艮科技有限公司,深圳屹艮科技有限公司,ent,root-node,blq,深圳屹艮科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
blr,深圳市信维通信股份有限公司,深圳市信维通信股份有限公司,ent,root-node,blr,深圳市信维通信股份有限公司,{},nf04
bls,湖南瀚毅工程咨询有限公司,湖南瀚毅工程咨询有限公司,ent,root-node,bls,湖南瀚毅工程咨询有限公司,{},nf04
blt,潮州三环（集团）股份有限公司,潮州三环（集团）股份有限公司,ent,root-node,blt,潮州三环（集团）股份有限公司,{},nf04
bln,江苏银行股份有限公司无锡分行,江苏银行股份有限公司无锡分行,ent,a91,a91,江苏银行股份有限公司,{},nf04
bll,江苏赫尔膜科技有限公司,江苏赫尔膜科技有限公司,ent,root-node,bll,江苏赫尔膜科技有限公司,{},nf04
blv,百威（中国）销售有限公司江苏分公司,百威（中国）销售有限公司江苏分公司,ent,bma,bma,百威英博,{},[glb]
blu,理想智造汽车销售服务（武汉）有限公司,理想智造汽车销售服务（武汉）有限公司,ent,b4r,b4r,理想汽车,{},nf04
blx,盛隆资源再生（无锡）有限公司,盛隆资源再生（无锡）有限公司,ent,root-node,blx,盛隆资源再生（无锡）有限公司,"{""2020-01-23"":""2026-01-23""}",nf04
bm0,苏州苏净环保工程有限公司,苏州苏净环保工程有限公司,ent,root-node,bm0,苏州苏净环保工程有限公司,"{""2008-01-23"":""2026-01-23""}",nf04
bm1,英诺赛科（苏州）半导体有限公司,英诺赛科（苏州）半导体有限公司,ent,root-node,bm1,英诺赛科（苏州）半导体有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
bly,绿能起源科技（江苏）有限公司,绿能起源科技（江苏）有限公司,ent,root-node,bly,绿能起源科技（江苏）有限公司,{},nf04
blw,盐城市盐都区人力资源和社会保障局,盐城市盐都区人力资源和社会保障局,gpo,root-node,blw,盐城市盐都区人力资源和社会保障局,{},nf04
bm3,西卡（中国）有限公司,西卡（中国）有限公司,ent,root-node,bm3,西卡（中国）有限公司,{},nf04
blz,苏州硒泰克生物科技有限公司,苏州硒泰克生物科技有限公司,ent,root-node,blz,苏州硒泰克生物科技有限公司,{},nf04
bm6,铜陵市枞阳县生态环境分局,铜陵市枞阳县生态环境分局,gpo,root-node,bm6,铜陵市枞阳县生态环境分局,{},nf04
bm5,钱江水利开发股份有限公司,钱江水利开发股份有限公司,ent,root-node,bm5,钱江水利开发股份有限公司,{},nf04
bm7,镇江市扬中生态环境局,镇江市扬中生态环境局,gpo,root-node,bm7,镇江市扬中生态环境局,{},nf04
bm8,华设设计集团股份有限公司,华设设计集团股份有限公司,ent,root-node,bm8,华设设计集团股份有限公司,{},nf04
bm9,中车山东机车车辆有限公司,中车山东机车车辆有限公司,ent,awn,awm,中国中车集团有限公司,{},[glb]
bm2,蒙牛乳业（焦作）有限公司,蒙牛乳业（焦作）有限公司,ent,bg5,bif,中粮集团有限公司,{},[glb]
bma,百威英博,百威英博,ent,root-node,bma,百威英博,{},glb
bm4,迈安德集团有限公司,迈安德集团有限公司,ent,root-node,bm4,迈安德集团有限公司,{},nf04
bmd,北京九鼎无双科技有限公司,北京九鼎无双科技有限公司,ent,root-node,bmd,北京九鼎无双科技有限公司,{},nf04
bme,北京启明星辰信息安全技术有限公司安徽分公司,北京启明星辰信息安全技术有限公司安徽分公司,ent,bod,asx,中国移动通信集团有限公司,{},[glb]
bmf,成都智行慧远软件有限公司,成都智行慧远软件有限公司,ent,boe,boe,北京信恒创科技发展有限公司,{},nf04
bmg,慈溪市自然资源与规划局,慈溪市自然资源与规划局,gpo,root-node,bmg,慈溪市自然资源与规划局,{},nf04
bmh,丹阳市教育局,丹阳市教育局,gpo,root-node,bmh,丹阳市教育局,{},nf04
bmb,安徽兆尹信息科技股份有限公司,安徽兆尹信息科技股份有限公司,ent,root-node,bmb,安徽兆尹信息科技股份有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
bmc,北京经纬恒润科技股份有限公司,北京经纬恒润科技股份有限公司,ent,root-node,bmc,北京经纬恒润科技股份有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
bml,国家税务总局常州市武进区税务局,国家税务总局常州市武进区税务局,gpo,root-node,bml,国家税务总局常州市武进区税务局,{},nf04
bmm,国家税务总局当涂县税务局,国家税务总局当涂县税务局,gpo,root-node,bmm,国家税务总局当涂县税务局,{},nf04
bmn,国家税务总局临夏市税务局,国家税务总局临夏市税务局,gpo,root-node,bmn,国家税务总局临夏市税务局,{},nf04
bmo,国家税务总局随县税务局,国家税务总局随县税务局,gpo,root-node,bmo,国家税务总局随县税务局,{},nf04
bmp,国家税务总局台州市路桥区税务局,国家税务总局台州市路桥区税务局,gpo,root-node,bmp,国家税务总局台州市路桥区税务局,{},nf04
bmq,杭州潮月网络技术有限公司,杭州潮月网络技术有限公司,ent,bog,bof,浙报数字文化集团股份有限公司,{},nf04
bmr,杭州星帆广告传媒有限公司,杭州星帆广告传媒有限公司,ent,boh,boh,杭州游一卡网络技术有限公司,{},nf04
bmi,东风汽车有限公司东风日产乘用车公司,东风汽车有限公司东风日产乘用车公司,ent,azv,azw,东风汽车集团有限公司,{},[glb]
bmj,烽台科技（北京）有限公司,烽台科技（北京）有限公司,ent,root-node,bmj,烽台科技（北京）有限公司,"{""2017-01-23"":""2026-01-23""}",nf04
bmu,江苏网商精益管理软件有限公司,江苏网商精益管理软件有限公司,ent,root-node,bmu,江苏网商精益管理软件有限公司,{},nf04
bmv,江苏微盛网络科技有限公司,江苏微盛网络科技有限公司,ent,root-node,bmv,江苏微盛网络科技有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
bmw,江苏卓高新材料科技有限公司,江苏卓高新材料科技有限公司,ent,root-node,bmw,江苏卓高新材料科技有限公司,"{""2020-01-23"":""2026-01-23""}",nf04
bmx,江阴市卫生健康委员会,江阴市卫生健康委员会,gpo,root-node,bmx,江阴市卫生健康委员会,{},nf04
bmy,溧阳中联金电子商务有限公司,溧阳中联金电子商务有限公司,ent,root-node,bmy,溧阳中联金电子商务有限公司,{},nf04
bmz,龙思云（北京）科技有限公司,龙思云（北京）科技有限公司,ent,root-node,bmz,龙思云（北京）科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
bmt,江苏国泰博创实业有限公司,江苏国泰博创实业有限公司,ent,av7,av7,江苏国泰国际集团股份有限公司,{},nf04
bn0,南京睿悦信息技术有限公司,南京睿悦信息技术有限公司,ent,root-node,bn0,南京睿悦信息技术有限公司,"{""2016-01-23"":""2026-01-23""}",nf04
bn1,南通市如东县长沙镇人民政府,南通市如东县长沙镇人民政府,gpo,root-node,bn1,南通市如东县长沙镇人民政府,{},nf04
bn2,欧普照明股份有限公司,欧普照明股份有限公司,ent,root-node,bn2,欧普照明股份有限公司,{},nf04
bmk,谷城县城关镇人民政府,谷城县城关镇人民政府,gpo,root-node,bmk,谷城县城关镇人民政府,{},nf04
bms,吉林省东北亚研究中心,吉林省东北亚研究中心,pin,root-node,bms,吉林省东北亚研究中心,{},nf04
bn3,青海省地震局,青海省地震局,pin,root-node,bn3,青海省地震局,{},nf04
bn4,陕西省基层服务志愿者,陕西省基层服务志愿者,,root-node,bn4,陕西省基层服务志愿者,{},nf04
bn5,上海达梦数据库有限公司,上海达梦数据库有限公司,ent,root-node,bn5,上海达梦数据库有限公司,"{""2018-01-23"":""2024-01-23""}",nf04
bn6,上海格物致远网络科技有限公司,上海格物致远网络科技有限公司,ent,awi,awi,抖音有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
bn9,上海诺睿网络信息科技有限公司,上海诺睿网络信息科技有限公司,ent,root-node,bn9,上海诺睿网络信息科技有限公司,{},nf04
bna,上海市浦东新区财政局,上海市浦东新区财政局,gpo,root-node,bna,上海市浦东新区财政局,{},nf04
bnb,上海万木生源家居有限公司,上海万木生源家居有限公司,ent,root-node,bnb,上海万木生源家居有限公司,{},nf04
bnc,上海网之易璀璨网络科技有限公司,上海网之易璀璨网络科技有限公司,ent,aw2,aw1,网易公司,"{""2019-01-23"":""2025-01-23""}",nf04
bnd,上海新东方教育培训有限公司,上海新东方教育培训有限公司,ent,avi,avi,新东方教育科技集团有限公司,{},nf04
bne,深圳开鸿数字产业发展有限公司,深圳开鸿数字产业发展有限公司,ent,root-node,bne,深圳开鸿数字产业发展有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
bnf,四川省内江市隆昌市黄家镇人民政府,四川省内江市隆昌市黄家镇人民政府,gpo,root-node,bnf,四川省内江市隆昌市黄家镇人民政府,{},nf04
bng,四三九九网络股份有限公司,四三九九网络股份有限公司,ent,root-node,bng,四三九九网络股份有限公司,"{""2009-01-23"":""2024-01-23""}",nf04
